FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate/_xsi:nil,AddressLine1
452286,5254,Sacre Bleu,Restaurant/Cafe/Canteen,1,3c Seabank Road,Southport,Sefton Council,PR9 0EW,5,fhrs_5_en-GB,2018-10-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00113900000000,53.65184000000000,,
113852,4286,Sacred Heart Lower School,School/college/university,7845,Myers Road East,Crosby,Merseyside,L23 0QU,5,fhrs_5_en-GB,2019-06-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.01951700000000,53.48408100000000,,Sacred Heart R C High School
144905,8459,Sacred Heart Upper School,School/college/university,7845,Liverpool Road,Crosby,Sefton Council,L23 5TF,5,fhrs_5_en-GB,2019-01-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.02211900000000,53.48698000000000,,Sacred Heart Catholic School Upper
127836,5742,Saffron,Restaurant/Cafe/Canteen,1,92 St Johns Road,Waterloo,Merseyside,L22 9QQ,5,fhrs_5_en-GB,2019-03-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.02461200000000,53.47910300000000,,
108200,3851,Sahara Takeaway,Takeaway/sandwich shop,7844,74 Manchester Road,Southport,Sefton Council,PR9 9BA,4,fhrs_4_en-GB,2019-02-27,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-2.99167100000000,53.64938400000000,,
650878,155226,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,143-149 Bispham Road,Southport,Sefton Council,PR9 7BL,5,fhrs_5_en-GB,2018-04-24,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.96859600000000,53.64791900000000,,
98954,3122,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,1-3 Liverpool Road,Crosby,Sefton Council,L23 2SA,5,fhrs_5_en-GB,2019-10-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-3.02614200000000,53.49257300000000,,Sainsburys
143635,8118,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,Lord Street,Southport,Sefton Council,PR9 0AF,5,fhrs_5_en-GB,2020-01-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00244000000000,53.64927600000000,,Sainsburys Supermarket
1229158,166275,Sainsbury's Local,Retailers - other,4613,45 Liverpool Road,Birkdale,Southport,PR8 4AG,5,fhrs_5_en-GB,2020-03-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.01231408119202,53.63339996337890,,
70929,160423,Sainsburys Staff Canteen,Restaurant/Cafe/Canteen,1,1-3 Liverpool Road,Crosby,Sefton Council,L23 2SA,5,fhrs_5_en-GB,2017-09-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.02614188194275,53.49257278442380,,
132900,6511,Saint Jude Residentail Care Home,Hospitals/Childcare/Caring Premises,5,6 Warren Road,Blundellsands,Merseyside,L23 6UB,5,fhrs_5_en-GB,2019-03-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.04099800000000,53.48552300000000,,
116929,4614,Salfordian Hotel,Hotel/bed & breakfast/guest house,7842,37 Park Crescent,Southport,Sefton Council,PR9 9LJ,5,fhrs_5_en-GB,2019-11-29,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.98562200000000,53.65860200000000,,
371425,3986,Salisbury Hotel,Pub/bar/nightclub,7843,129 Marsh Lane,Bootle,Merseyside,L20 4JE,3,fhrs_3_en-GB,2019-02-15,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-2.99977500000000,53.45521400000000,,
957408,70784,Sallys Parties,Other catering premises,7841,,,,,5,fhrs_5_en-GB,2017-05-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,,,,
605016,3027,Saltbox,Pub/bar/nightclub,7843,83 Linacre Road,Litherland,Merseyside,L21 8NR,5,fhrs_5_en-GB,2020-02-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.99847000000000,53.46441200000000,,
466167,165213,Salvation Army,Restaurant/Cafe/Canteen,1,65 Shakespeare Street,Southport,Sefton Council,PR8 5AJ,5,fhrs_5_en-GB,2018-11-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.00495900000000,53.63942200000000,,
537921,9358,Salvation Army Hall,Restaurant/Cafe/Canteen,1,381 Stanley Road,Bootle,Sefton Council,L20 3EF,5,fhrs_5_en-GB,2018-07-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-2.99132700000000,53.45334200000000,,Salvation Army Citadel
859382,2778,Sam Mini Mart,Retailers - other,4613,56 King Street,Southport,Sefton Council,PR8 1JX,5,fhrs_5_en-GB,2017-09-08,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00817700000000,53.64564100000000,,
1000456,170086,Samsara Jack,Takeaway/sandwich shop,7844,83 Eastbank Street,Southport,Sefton Council,PR8 1DG,5,fhrs_5_en-GB,2019-10-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00362896919250,53.64456558227540,,
145759,8725,San Ting Yun,Restaurant/Cafe/Canteen,1,45 Crosby Road North,Waterloo,Sefton Council,L22 4QB,2,fhrs_2_en-GB,2019-11-15,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,15,10,FHRS,False,-3.02366700000000,53.47928200000000,,
508336,5109,Sandbrook  Chippy,Takeaway/sandwich shop,7844,156 Sandbrook Road,Ainsdale,Merseyside,PR8 3RJ,5,fhrs_5_en-GB,2019-12-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.03614000000000,53.59405100000000,,
1048483,61716,Sanderling House,Hospitals/Childcare/Caring Premises,5,3 Liverpool Road,Formby,Sefton Council,L37 4BN,5,fhrs_5_en-GB,2019-04-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.05708160000000,53.55362370000000,,
112727,419,Sandford Playgroup,Hospitals/Childcare/Caring Premises,5,14 Blundellsands Road West,Blundellsands,Merseyside,L23 6TF,5,fhrs_5_en-GB,2020-01-20,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-3.04407600000000,53.48629600000000,,
119940,4903,Sandley Court,Hospitals/Childcare/Caring Premises,5,39 Queens Road,Southport,Merseyside,PR9 9EX,5,fhrs_5_en-GB,2019-05-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.99332400000000,53.65213000000000,,
122883,5134,Sandon Crown Takeaway,Takeaway/sandwich shop,7844,87 Sandon Road,Birkdale,Merseyside,PR8 4QD,5,fhrs_5_en-GB,2019-03-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.02197300000000,53.61993400000000,,
149117,9511,Sandwich A La Carte,Takeaway/sandwich shop,7844,97A Stanley Road,Bootle,Merseyside,L20 7DA,4,fhrs_4_en-GB,2019-06-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-2.98895800000000,53.44405000000000,,
1022492,10276,Sane Food,Retailers - other,4613,,,,,5,fhrs_5_en-GB,2018-01-31,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,,,,
130600,619,Santander,Restaurant/Cafe/Canteen,1,Bridle Road,Netherton,Sefton Council,L30 4GB,5,fhrs_5_en-GB,2019-02-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.97355000000000,53.47211300000000,,Santander Uk Plc
149564,9628,Santander Social Club,Pub/bar/nightclub,7843,Bridle Road,Netherton,Sefton Council,,4,fhrs_4_en-GB,2017-07-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,5,FHRS,False,-2.96912300000000,53.47092500000000,,Girobank Building
775334,167795,Satterthwaites (Shop),Retailers - other,4613,51 Coronation Road,Crosby,Sefton Council,L23 5RE,5,fhrs_5_en-GB,2018-11-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.02845300000000,53.49027800000000,,
1030030,8120,Savers,Retailers - other,4613,9-11 Marble Place,Southport,Sefton Council,PR8 1DF,Exempt,fhrs_exempt_en-GB,2018-01-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00466990470886,53.64634704589840,,
1194740,5557,Savers,Retailers - other,4613,100 South Road,Waterloo,Sefton Council,L22 0ND,5,fhrs_5_en-GB,2019-09-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.02380600000000,53.47565800000000,,
1125087,7284,Savers,Retailers - other,4613,Halsall Lane,Formby,Merseyside,L37 3PX,Exempt,fhrs_exempt_en-GB,2018-09-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.06074500000000,53.55766320000000,,2 The Cloisters
113982,4298,Savio Salesian College,School/college/university,7845,Netherton Way,Bootle,Sefton Council,L30 2NA,5,fhrs_5_en-GB,2019-03-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.97698900000000,53.47489000000000,,Savio Salesian College
1268038,62776,Say Cheese Formby,Other catering premises,7841,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,true,
128332,5827,Sayers The Bakers Ltd,Retailers - other,4613,26 Stanley Road,Bootle,Merseyside,L20 2AA,5,fhrs_5_en-GB,2018-08-01,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.98774200000000,53.44222600000000,,
150331,98,Sayers The Bakers Ltd,Retailers - other,4613,189 Altway,Aintree,Merseyside,L10 6LB,5,fhrs_5_en-GB,2020-02-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.93537200000000,53.48297200000000,,
95253,2825,Sayers The Bakers Ltd,Retailers - other,4613,85 Knowsley Road,Bootle,Merseyside,L20 4NH,5,fhrs_5_en-GB,2020-01-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00323600000000,53.46021000000000,,
78952,1895,Scarisbrick Bowling Club Ltd,Pub/bar/nightclub,7843,1A Falkland Road,Southport,Merseyside,PR8 6LG,5,fhrs_5_en-GB,2018-01-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.98818400000000,53.63678400000000,,
106150,3678,Scarisbrick Hotel,Hotel/bed & breakfast/guest house,7842,239 Lord Street,Southport,Merseyside,PR8 1NZ,5,fhrs_5_en-GB,2019-10-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00775900000000,53.64775700000000,,
69785,157477,Schools Out Woodlands,Hospitals/Childcare/Caring Premises,5,Woodlands Road,Formby,Sefton Council,L37 2JN,5,fhrs_5_en-GB,2020-02-27,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.07737500000000,53.55492700000000,,Woodlands Primary School
74138,1704,Scoozi,Takeaway/sandwich shop,7844,98 Eastbank Street,Southport,Merseyside,PR8 1EF,5,fhrs_5_en-GB,2020-03-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.00281000000000,53.64320600000000,,
371444,7332,Scoozi Pizza and Pasta,Takeaway/sandwich shop,7844,183 Altway,Aintree,Sefton Council,L10 6LB,4,fhrs_4_en-GB,2018-12-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,5,5,FHRS,False,-2.93537200000000,53.48297200000000,,
569530,8490,Scotch Piper Inn,Pub/bar/nightclub,7843,Southport Road,Lydiate,Sefton Council,L31 4HD,5,fhrs_5_en-GB,2017-07-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-2.96004200000000,53.53640300000000,,Scotch Piper Inn
1177737,177093,Scrummies Catering,Other catering premises,7841,Hall Lane,Maghull,Sefton Council,L31 7BB,5,fhrs_5_en-GB,2020-01-29,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.94551400000000,53.50736800000000,,"Maghull Town Council, Town Hall"
122104,5066,Sea Palace,Takeaway/sandwich shop,7844,127 Rufford Road,Southport,Merseyside,PR9 8HT,5,fhrs_5_en-GB,2019-03-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.94890800000000,53.67193200000000,,
569497,164014,Seabreeze Fish Bar,Takeaway/sandwich shop,7844,340 Moorhey Road,Maghull,Merseyside,L31 5LR,5,fhrs_5_en-GB,2020-07-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.93828300000000,53.50494400000000,,
628340,165819,Seaforth Information Network Group,Restaurant/Cafe/Canteen,1,53 Cambridge Road,Seaforth,Sefton Council,L21 1EZ,5,fhrs_5_en-GB,2019-05-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.01545000000000,53.47088400000000,,
735550,5295,Seaforth Wines,Retailers - other,4613,66-70 Seaforth Road,Seaforth,Merseyside,L21 4LF,5,fhrs_5_en-GB,2020-01-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.00865400000000,53.46259100000000,,
1058713,6201,Seashells Nursery,Hospitals/Childcare/Caring Premises,5,45 Talbot Street,Southport,Merseyside,PR8 1HS,5,fhrs_5_en-GB,2020-01-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00829760000000,53.64234730000000,,
93994,272,Seaview Guest House,Hotel/bed & breakfast/guest house,7842,28 Bath Street,Southport,Merseyside,PR9 0DA,5,fhrs_5_en-GB,2018-01-25,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00417500000000,53.65035800000000,,
1051532,5012,Sedem Pharmacy,Retailers - other,4613,141 Roe Lane,Southport,Sefton Council,PR9 7PW,Exempt,fhrs_exempt_en-GB,2018-03-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.96597450000000,53.65445560000000,,
1134119,176189,Sefton Beer Company,Retailers - other,4613,Hawthorne Road,Bootle,Sefton Council,L20 6PF,5,fhrs_5_en-GB,2019-05-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.99422510000000,53.46654910000000,,"Unit D5, Kingfisher Business Park"
120476,4942,Select & Save,Retailers - other,4613,163 Rawson Road,Seaforth,Merseyside,L21 1HL,4,fhrs_4_en-GB,2019-09-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,10,FHRS,False,-3.01672800000000,53.46951600000000,,
137160,7189,Sensations,Restaurant/Cafe/Canteen,1,Seaforth Road,Seaforth,Merseyside,L21 3TB,5,fhrs_5_en-GB,2020-01-31,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00805000000000,53.46506800000000,,14 Stella Precinct
1055400,1503,Serious Nutrition,Retailers - other,4613,119 Deyes Lane,Maghull,Sefton Council,L31 6DG,5,fhrs_5_en-GB,2018-06-28,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.93152300000000,53.51579140000000,,
75332,1757,Sgt Peppers,Takeaway/sandwich shop,7844,82 Eastbourne Road,Birkdale,Sefton Council,PR8 4DU,5,fhrs_5_en-GB,2019-07-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.00704600000000,53.63178200000000,,
976330,169938,Shake Shack,Restaurant/Cafe/Canteen,1,111 Deyes Lane,Maghull,Sefton Council,L31 6DG,5,fhrs_5_en-GB,2019-01-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-2.93111800000000,53.51579600000000,,
125475,5397,Shakespeare Cafe,Restaurant/Cafe/Canteen,1,38 Shakespeare Street,Southport,Sefton Council,PR8 5AB,5,fhrs_5_en-GB,2019-03-20,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.00319100000000,53.64014700000000,,
129275,5984,Shamraat Restaurant,Restaurant/Cafe/Canteen,1,8 Stanley Street,Southport,Merseyside,PR9 0BY,5,fhrs_5_en-GB,2018-10-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.00401400000000,53.64994600000000,,
61214,1342,Shandon House Residential Care Home,Hospitals/Childcare/Caring Premises,5,20 Crescent Road,Birkdale,Merseyside,PR8 4SR,5,fhrs_5_en-GB,2018-10-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.01291200000000,53.62920600000000,,
70926,160419,Shanti Restaurant,Restaurant/Cafe/Canteen,1,124b Church Road,Formby,Sefton Council,L37 3NH,5,fhrs_5_en-GB,2018-10-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.05697000000000,53.56354000000000,,
735568,8915,Shell Garage,Retailers - other,4613,100 Derby Road,Bootle,Sefton Council,L20 1BP,5,fhrs_5_en-GB,2017-04-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.00112100000000,53.44715700000000,,
735567,8913,Shell Maghull,Retailers - other,4613,Northway,Maghull,Liverpool,L31 0BW,5,fhrs_5_en-GB,2018-10-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.93782711029053,53.52116394042970,,
639471,3206,Shell Reliance,Retailers - other,4613,555 Liverpool Road,Ainsdale,Merseyside,PR8 3BJ,5,fhrs_5_en-GB,2020-01-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.03189600000000,53.60402000000000,,
664908,1359,Shell UK,Retailers - other,4613,13 Crosby Road North,Waterloo,Merseyside,L22 0LA,5,fhrs_5_en-GB,2017-05-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.02226400000000,53.47420600000000,,
606539,8297,Ship & Anchor,Pub/bar/nightclub,7843,5-7 Cable Street,Southport,Merseyside,PR9 0DF,5,fhrs_5_en-GB,2019-09-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00588300000000,53.64900500000000,,
94191,2739,Shohid Kitchen Indian Takeaway,Takeaway/sandwich shop,7844,3 Kew Road,Birkdale,Sefton Council,PR8 4HH,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00828900000000,53.62999200000000,true,
434321,164416,Shop Direct,Restaurant/Cafe/Canteen,1,Park Lane,Netherton,Sefton Council,L30 1SL,5,fhrs_5_en-GB,2019-03-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.96070500000000,53.47306200000000,,Aintree Innovation Centre
1125026,165554,Shoreline Food Bank,Distributors/Transporters,7,9 Mornington Road,Southport,Sefton Council,PR9 0TS,Exempt,fhrs_exempt_en-GB,2018-08-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.99725500000000,53.64756600000000,,
133600,6645,Shoreside Primary School,School/college/university,7845,Westminster Drive,Ainsdale,Sefton Council,PR8 2TQ,5,fhrs_5_en-GB,2019-06-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-3.04794200000000,53.59903500000000,,Shoreside Primary School
108990,392,Sicily Pizza,Takeaway/sandwich shop,7844,135 Bispham Road,Southport,Sefton Council,PR9 7BJ,5,fhrs_5_en-GB,2020-03-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.97073400000000,53.64747000000000,,
119516,4869,Silcocks Funland Snack Bar,Retailers - other,4613,Promenade,Southport,Sefton Council,PR8 1QX,5,fhrs_5_en-GB,2019-06-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00838500000000,53.65052100000000,,Pier Forecourt
103887,3510,Silver Star Restaurant,Restaurant/Cafe/Canteen,1,93 Liverpool Road South,Maghull,Merseyside,L31 7AD,5,fhrs_5_en-GB,2020-02-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.94708700000000,53.50624100000000,,
57247,129051,Simply Delicious Sandwich Bar,Takeaway/sandwich shop,7844,Bridle Road,Netherton,Merseyside,L30 4XS,5,fhrs_5_en-GB,2019-11-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.97468300000000,53.47023500000000,,Unit 6
94633,2780,Sir John Falstaff,Pub/bar/nightclub,7843,68 King Street,Southport,Merseyside,PR8 1LG,5,fhrs_5_en-GB,2019-01-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00943100000000,53.64428300000000,,
1125074,5969,SK Chemists,Retailers - other,4613,516 Stanley Road,Bootle,Merseyside,L20 5DW,Exempt,fhrs_exempt_en-GB,2018-08-24,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.99260210000000,53.45896700000000,,
636363,77875,SK News and Food,Retailers - other,4613,188 Peel Road,Bootle,Sefton Council,L20 4LH,3,fhrs_3_en-GB,2019-06-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,10,FHRS,False,-3.00046600000000,53.45707800000000,,
1208582,177464,Skinny Tonic,Manufacturers/packers,7839,8a Bechers Drive,Aintree,Sefton Council,L9 5AY,5,fhrs_5_en-GB,2019-11-15,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.94671770000000,53.48162260000000,,
706222,166484,Skylight,Restaurant/Cafe/Canteen,1,459 Lord Street,Southport,Sefton Council,PR9 0AQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00355600000000,53.64977000000000,true,
1080003,109163,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2019-02-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1125031,174042,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2017-12-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1125045,33950,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2018-01-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1043321,35602,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2017-11-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
950480,93286,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2020-01-31,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1022497,61496,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2018-01-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
950476,61585,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2017-04-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1064148,53794,Slimming World,Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2018-05-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1125067,54840,Slimming World (Katie Rimmer),Retailers - other,4613,,,,,Exempt,fhrs_exempt_en-GB,2018-10-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1064155,73878,Slimming World Franchise,Other catering premises,7841,,,,,Exempt,fhrs_exempt_en-GB,2018-06-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
71248,161442,Smakus,Retailers - other,4613,52 Virginia Street,Southport,Sefton Council,PR8 6RU,4,fhrs_4_en-GB,2019-09-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-2.99854900000000,53.64337600000000,,
71295,161600,Smakus,Retailers - other,4613,25 Bold Street,Southport,Sefton Council,PR9 0DB,4,fhrs_4_en-GB,2020-01-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,10,FHRS,False,-3.00291700000000,53.65090800000000,,
1043313,1912,Smartt Chemist,Retailers - other,4613,42 Fernhill Road,Bootle,Merseyside,L20 9HH,Exempt,fhrs_exempt_en-GB,2020-01-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.97982140000000,53.45596240000000,,
1030019,2533,Smithies,Retailers - other,4613,1- 3 Hoghton Street,Southport,Merseyside,PR9 0TE,4,fhrs_4_en-GB,2017-05-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,10,5,FHRS,False,-3.00259590148926,53.64820480346680,,
