FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate/_xsi:nil,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,AddressLine2
726418,PI/000263755,Tilly's Traybakes,Other catering premises,7841,,,,,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,,,2015-04-17,5,5,5,
1244140,76151,Tillys Treats Cafe,Restaurant/Cafe/Canteen,1,Croxteth Communiversity Altcross Road,Liverpool,Liverpool,L11 0BS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89863120000000,53.45590850000000,2020-01-13,0,0,0,
496345,PI/000042043,Time Cafe,Restaurant/Cafe/Canteen,1,2A Colquitt Street,Liverpool,Liverpool,L1 4DE,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97689980000000,53.40212590000000,2017-12-11,10,10,10,
997802,PI/000271359,Time Out,Restaurant/Cafe/Canteen,1,1 Maiden Lane,Liverpool,Liverpool,L13 9AN,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93644280000000,53.43380270000000,2018-10-30,10,5,5,
634243,PI/000247418,Time to Eat,Takeaway/sandwich shop,7844,3A Chapel Street,Liverpool,Liverpool,L3 9AG,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99394490000000,53.40744150000000,2019-04-25,0,0,5,
496419,PI/000053145,Timothys,Takeaway/sandwich shop,7844,24 East Prescot Road,Liverpool,Liverpool,L14 1PW,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90420520000000,53.41556080000000,2017-09-26,10,10,10,
1059654,PI/000273210,Tims 2,Takeaway/sandwich shop,7844,256 Walton Road,Liverpool,Liverpool,L4 4BE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97128930000000,53.43778500000000,2018-06-08,0,5,5,
1243792,71706,Tims to Go,Takeaway/sandwich shop,7844,84 Melrose Road,Liverpool,Liverpool,L4 1RP,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98394440000000,53.43624690000000,2019-03-26,5,5,0,
1087778,PI/000273867,Tiny Rick's Cafe,Restaurant/Cafe/Canteen,1,449 Smithdown Road,Liverpool,Liverpool,L15 3JL,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92897520000000,53.39022010000000,2018-11-08,0,0,5,Wavertree
1244445,PI/000273634,Tipsy Cow,Restaurant/Cafe/Canteen,1,331 Aigburth Road,Liverpool,Liverpool,L17 0BL,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93339700000000,53.37239660000000,,,,,St Michaels
716052,PI/000261850,Titanic Hotel,Hotel/bed & breakfast/guest house,7842,"Titanic Hotel, 22 Regent Road",Liverpool,Liverpool,L3 0AN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99875307083130,53.42198181152340,2018-11-15,5,5,5,Stanley Dock
1247085,78053,Tito's,Takeaway/sandwich shop,7844,76 Upper Parliament Street,Liverpool,Liverpool,L8 7SY,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96864740000000,53.39573010000000,,,,,
982488,PI/000271174,TJ Newsagents,Retailers - other,4613,162 Mill Lane,Liverpool,Liverpool,L13 4AH,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91417970000000,53.40639720000000,2017-03-28,0,0,0,
759900,PI/000264810,TJ's the Cafe,Restaurant/Cafe/Canteen,1,"Tjs The Cafe, 105 - 123 London Road",Liverpool,Liverpool,L3 8HR,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97774505615234,53.40947341918950,2018-01-30,0,5,0,
1243597,71213,T-nutrition,Retailers - other,4613,"Lisbon Buildings, 33 - 35 Victoria Street",Liverpool,Liverpool,L1 6BG,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98679690000000,53.40733000000000,2019-05-20,5,5,5,Liverpool One
570355,PI/000256118,Toby Carvery,Hotel/bed & breakfast/guest house,7842,1 Longman Drive,Liverpool,Liverpool,L24 1XZ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.86074110000000,53.34897080000000,2019-03-28,0,5,0,
495989,PI/000003191,Toby Carvery Aigburth,Restaurant/Cafe/Canteen,1,531 Aigburth Road,Liverpool,Liverpool,L19 9DN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91525620000000,53.36334130000000,2018-11-26,0,5,5,Cressington
497056,PI/000125097,Toby Carvery Stoneycroft,Restaurant/Cafe/Canteen,1,502 Queens Drive,Liverpool,Liverpool,L13 0AS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91033340000000,53.42070990000000,2017-09-27,0,5,5,West Derby
1048027,PI/000272599,Tokyo,Restaurant/Cafe/Canteen,1,7 Berry Street,Liverpool,Liverpool,L1 9DF,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97566120000000,53.40123720000000,2018-04-18,10,10,10,
979371,PI/000269354,Tom Thumb Bar,Pub/bar/nightclub,7843,4 Hardman Street,Liverpool,Liverpool,L1 9AX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97285950000000,53.40171840000000,2017-05-18,5,5,5,
606071,PI/000257419,Tong's Fish & Chips,Takeaway/sandwich shop,7844,111 Lodge Lane,Liverpool,Liverpool,L8 0QF,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94909190000000,53.39415200000000,2019-03-25,5,5,10,
521708,PI/000247963,Tony's Corner Shop,Retailers - other,4613,38 Cockburn Street,Liverpool,Liverpool,L8 4SF,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96853560000000,53.38087220000000,2016-04-20,0,0,0,
498655,PI/000247123,Tonys Fish & Chips,Takeaway/sandwich shop,7844,86 Holt Road,Liverpool,Liverpool,L7 2PR,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94827690000000,53.40958340000000,2018-10-30,5,5,0,
1219371,89580,Tony's General Store,Retailers - other,4613,"Shop, 150 High Park Street",Liverpool,Liverpool,L8 3UQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95958220000000,53.38918730000000,2020-01-21,0,0,0,
535011,PI/000256147,Tonys Ices,Mobile caterer,7846,27A Grierson Street,Liverpool,Liverpool,L8 0UJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95090530000000,53.39657360000000,2018-02-09,5,0,5,
497429,PI/000161757,Top House,Pub/bar/nightclub,7843,122 Walton Village,Liverpool,Liverpool,L4 6TN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96154750000000,53.44502780000000,2016-07-19,5,5,0,
1243500,16834,TOP LIVERPOOL NEWS,Retailers - other,4613,362 Upper Parliament Street,Liverpool,Liverpool,L8 7QL,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94993930000000,53.39844200000000,2020-03-13,10,10,10,
1244386,832681,Topped n Loaded,Restaurant/Cafe/Canteen,1,12 Dovecot Place,Liverpool,Liverpool,L14 9PH,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.87698660000000,53.41917920000000,2019-08-06,5,5,0,
497309,PI/000149206,Torino's,Takeaway/sandwich shop,7844,249 Stanley Road,Liverpool,Liverpool,L5 7QD,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98536770000000,53.43336410000000,2019-08-22,,,,Everton
1244437,PI/000273382,Toros Steakhouse,Restaurant/Cafe/Canteen,1,49 Bold Street,Liverpool,Liverpool,L1 4EU,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97829570000000,53.40331000000000,2019-07-05,5,10,5,
716058,PI/000262998,Tortilla,Restaurant/Cafe/Canteen,1,70 Lord Street,Liverpool,Liverpool,L2 1TL,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98658140000000,53.40516550000000,2018-11-29,0,0,0,City Centre
1244348,77903,Torty Liverpool,Other catering premises,7841,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,,,,,,,
1243911,71842,Total Produce UK,Distributors/Transporters,7,1 Electric Avenue,Liverpool,Liverpool,L11 0EN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90985110000000,53.46082150000000,2019-01-28,0,0,0,
542994,PI/000256821,Touch of Spice,Takeaway/sandwich shop,7844,55 Lawrence Road,Liverpool,Liverpool,L15 0EE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93467490000000,53.39711500000000,2019-03-28,5,0,0,
497345,PI/000156240,Townsend Bakery,Retailers - other,4613,105 Townsend Lane,Liverpool,Liverpool,L6 0AY,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94534301757813,53.42991256713870,2019-02-18,5,10,5,Tuebrook
1244258,77488,Townsend Hub,Hospitals/Childcare/Caring Premises,5,106 Townsend Lane,Liverpool,Liverpool,L6 0BB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94395660000000,53.42986790000000,2019-06-14,5,0,5,Tuebrook
1244068,75830,Townsend Kitchen,Restaurant/Cafe/Canteen,1,86 Townsend Lane,Liverpool,Liverpool,L6 0BB,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94579650000000,53.42933350000000,2019-10-30,10,15,10,Tuebrook
521588,PI/000155855,Townsend Supermarket,Retailers - other,4613,54 - 58 Townsend Lane,Liverpool,Liverpool,L6 0BA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94746470000000,53.42888760000000,2020-01-15,0,5,5,Tuebrook
1244342,77870,Tracey's Cake Den,Retailers - other,4613,38 Heath Road,Liverpool,Liverpool,L19 4UF,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89568520000000,53.36595260000000,,,,,
1244359,77935,Tranquil Evolution,Restaurant/Cafe/Canteen,1,13 Waterloo Road,Liverpool,Liverpool,L3 7BB,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99886140000000,53.41275050000000,,,,,
738610,PI/000263946,Transforming Choice,Hospitals/Childcare/Caring Premises,5,"Aigburth Family Centre, 30 Aigburth Drive",Liverpool,Liverpool,L17 4JH,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94082093238831,53.37712097167970,2019-03-27,0,5,0,
683793,PI/000260719,Trattoria 51,Restaurant/Cafe/Canteen,1,25 - 31 Old Hall Street,Liverpool,Liverpool,L3 9BS,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99400990000000,53.40894210000000,2018-01-17,10,10,10,
1253750,75933,Trattoria 51,Restaurant/Cafe/Canteen,1,51 - 53 Whitechapel,Liverpool,Liverpool,L1 6DT,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98479060000000,53.40708220000000,,,,,
498294,PI/000243158,Travelodge,Hotel/bed & breakfast/guest house,7842,531 Aigburth Road,Liverpool,Liverpool,L19 9DN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91525620000000,53.36334130000000,2017-07-17,0,0,0,Cressington
497911,PI/000234906,Travelodge,Hotel/bed & breakfast/guest house,7842,"Travel Lodge, 25 Old Haymarket",Liverpool,Liverpool,L1 6ER,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98377394676209,53.40864944458010,2019-10-24,5,5,5,
498104,PI/000239586,Travelodge,Hotel/bed & breakfast/guest house,7842,"Travelodge Hotels Limited, Stonedale Retail Park East Lancashire Road",Liverpool,Liverpool,L11 9DH,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91638207435608,53.45567321777340,2020-01-27,0,0,0,Norris Green
1038838,PI/000252611,Travelodge,Hotel/bed & breakfast/guest house,7842,"Travelodge, 38 Exchange Street East",Liverpool,Liverpool,L2 3PS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99137580000000,53.40822690000000,2018-01-19,0,5,0,
1243980,71927,Travelodge,Hotel/bed & breakfast/guest house,7842,"Unit 1, 360 Edge Lane",Liverpool,Liverpool,L7 9NN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92984910000000,53.40901050000000,2019-04-03,0,5,5,Kensington
498156,PI/000240676,Travelodge Central The Strand,Hotel/bed & breakfast/guest house,7842,"Travel Lodge, 17 Strand Street",Liverpool,Liverpool,L2 7SR,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99164104461670,53.40409088134770,2019-10-04,0,10,5,
498295,PI/000243159,Travelodge Liverpool Stoneycroft,Hotel/bed & breakfast/guest house,7842,Travelodge Queens Drive,Liverpool,Liverpool,L13 0AS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91239595413208,53.42146682739260,2020-01-15,0,0,0,West Derby
1243850,71770,Travelodge Lpool John Lennon Airport,Hotel/bed & breakfast/guest house,7842,1 Speke Hall Avenue,Liverpool,Liverpool,L241UX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.86421608924866,53.34884643554690,2018-10-09,0,0,0,
876529,PI/000268565,Treaty Pie,Retailers - other,4613,"Unit 6, 331 Prescot Road",Liverpool,Liverpool,L13 3AS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92600893974304,53.41565322875980,2019-03-28,0,0,0,Old Swan
497282,PI/000147949,Treetops Nursery,Hospitals/Childcare/Caring Premises,5,96 Stonebridge Lane,Liverpool,Liverpool,L11 9AZ,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90375110000000,53.45162730000000,2019-10-29,5,10,10,
498730,PI/000247624,Tribeca,Restaurant/Cafe/Canteen,1,336 - 338 Smithdown Road,Liverpool,Liverpool,L15 5AN,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91849210000000,53.38941120000000,2019-07-04,10,5,10,Wavertree
497893,PI/000234264,Trigon Snacks,Manufacturers/packers,7839,Trigon Snacks Limited Atherton Road,Liverpool,Liverpool,L9 7AQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94581794738770,53.46215057373050,2016-02-03,0,0,0,
496399,PI/000051182,Trinity Catholic Primary,School/college/university,7845,The Trinity Catholic Primary School Titchfield Street,Liverpool,Liverpool,L5 8UT,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98700904846191,53.41906738281250,2019-03-14,5,0,0,
496697,PI/000092839,Trinity Tennis Club,Pub/bar/nightclub,7843,25A Lynwood Road,Liverpool,Liverpool,L9 3AE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96564800000000,53.45920590000000,2017-04-04,0,0,0,
997813,PI/000271469,Trivia Sweets,Takeaway/sandwich shop,7844,41 Granby Street,Liverpool,Liverpool,L8 2TU,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95815660000000,53.39601230000000,2018-05-04,0,10,10,
985491,PI/000269733,Tropicana,Takeaway/sandwich shop,7844,183 - 187 County Road,Liverpool,Liverpool,L4 5PB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96951400000000,53.44435950000000,2019-01-06,5,5,5,
905598,PI/000268546,True Deli,Retailers - other,4613,4 - 6 Prescot Road,Liverpool,Liverpool,L7 0LY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94339990615845,53.41215515136720,2020-03-03,5,5,5,Fairfield
1244482,PI/000274451,Truth Grill,Pub/bar/nightclub,7843,"Geisha, 7 Myrtle Street",Liverpool,Liverpool,L7 7DN,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96830780000000,53.40130590000000,,,,,
1247080,78047,Truth Lounge,Restaurant/Cafe/Canteen,1,106 - 118 Smithdown Road,Liverpool,Liverpool,L7 4JQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94386150000000,53.39632380000000,,,,,Picton
861189,PI/000268085,Tso'S Fish & Chip Shop,Takeaway/sandwich shop,7844,163 Muirhead Avenue East,Liverpool,Liverpool,L11 1EQ,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91045370000000,53.44043040000000,2019-06-05,15,10,20,
839578,PI/000266544,Tuebrook Deli,Takeaway/sandwich shop,7844,2D Marlborough Road,Liverpool,Liverpool,L13 8AX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93265120000000,53.42493350000000,2019-02-08,5,0,0,
497156,PI/000135375,Tuebrook Tots Day Nursery,Hospitals/Childcare/Caring Premises,5,6 Sandringham Road,Liverpool,Liverpool,L13 8BY,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93206400000000,53.42904590000000,2020-02-17,10,5,10,
1244116,76092,Tumble Town Ltd,Hospitals/Childcare/Caring Premises,5,"1 - 2, Broadway Market Broad Lane",Liverpool,Liverpool,L11 1JA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92666602134705,53.44103240966800,2019-11-04,5,0,5,Norris Green
496183,PI/000026887,Tung Fong Chip Shop,Takeaway/sandwich shop,7844,3 Broad Green Road,Liverpool,Liverpool,L13 5SD,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91274410000000,53.41312290000000,2018-07-04,10,15,10,
496781,PI/000098014,Tureen Clay Oven Cuisine,Retailers - other,4613,108 Lodge Lane,Liverpool,Liverpool,L8 0QN,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94953070000000,53.39427440000000,2017-12-12,10,10,10,
948000,PI/000267741,Turmeaus Tobacconist,Pub/bar/nightclub,7843,Turmeaus Old Hall Street,Liverpool,Liverpool,L3 9NA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99308410000000,53.40859020000000,2017-02-20,0,5,0,
1244160,76388,Turncoat Bar,Restaurant/Cafe/Canteen,1,"30, Edward Pavilion Salthouse Quay",Liverpool,Liverpool,L3 4AF,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99163470000000,53.40094320000000,,,,,
521502,PI/000068061,Turners Fruit & Veg,Retailers - other,4613,91 Green Lane,Liverpool,Liverpool,L13 7BB,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92593970000000,53.42148900000000,2019-07-08,5,10,5,Tuebrook
496164,PI/000022754,Turnpike Tavern,Restaurant/Cafe/Canteen,1,96 Bowring Park Road,Liverpool,Liverpool,L14 3PL,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89153350000000,53.40533670000000,2017-07-04,5,5,5,
497113,PI/000128331,Turpins,Pub/bar/nightclub,7843,133 - 135 Rishton Street,Liverpool,Liverpool,L5 4RP,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96187420000000,53.42348830000000,2020-01-02,0,0,0,
861206,PI/000268564,Turtle Bay,Restaurant/Cafe/Canteen,1,59 - 61 Hanover Street,Liverpool,Liverpool,L1 3DY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98315290000000,53.40390830000000,2019-01-30,5,5,5,
817750,PI/000263900,Turtle Bay,Restaurant/Cafe/Canteen,1,"Ground Floor, Produce Exchange Building, 8 Victoria Street",Liverpool,Liverpool,L2 6QE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98771190643311,53.40657806396480,2019-05-03,0,0,0,Liverpool Two
1244418,PI/000271730,Tusk,Takeaway/sandwich shop,7844,5 Mann Street,Liverpool,Liverpool,L8 5AF,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97773220000000,53.39265140000000,2019-11-21,5,10,5,
1219306,75867,TV-K-News,Retailers - other,4613,111 Broad Green Road,Liverpool,Liverpool,L13 5SE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90857000000000,53.41069170000000,2020-01-21,5,0,5,
498265,PI/000242660,Twelth Man,Pub/bar/nightclub,7843,121 Walton Breck Road,Liverpool,Liverpool,L4 0RD,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96551890000000,53.43092850000000,2016-09-20,0,5,0,
1052397,PI/000272947,Two Flower Chip Shop,Takeaway/sandwich shop,7844,65 Cherry Avenue,Liverpool,Liverpool,L4 6UY,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95314840000000,53.44176930000000,2018-03-22,10,10,10,
1244210,77044,Two Flowers,Takeaway/sandwich shop,7844,227 Stanley Road,Liverpool,Liverpool,L5 7QD,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98503520000000,53.43265670000000,2020-03-12,10,10,10,Everton
497769,PI/000226237,Uk Fried Chicken,Takeaway/sandwich shop,7844,217 Kensington,Liverpool,Liverpool,L7 2RF,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94854620000000,53.41222400000000,2018-11-21,5,10,10,
496980,PI/000118136,Uncle Paulies Pizza,Restaurant/Cafe/Canteen,1,128 Oakfield Road,Liverpool,Liverpool,L4 0UQ,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95782600000000,53.42750280000000,2018-01-09,10,10,10,
927907,PI/000269899,Uncles Chicken Shack,Takeaway/sandwich shop,7844,"Uncles Chicken Shack, Telegraph Service Station Scotland Road",Liverpool,Liverpool,L5 5AQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98159790039063,53.42196273803710,2019-12-12,5,5,5,Everton
497031,PI/000121777,UNI Restaurant,Restaurant/Cafe/Canteen,1,67 Renshaw Street,Liverpool,Liverpool,L1 2SJ,0,fhrs_0_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97605150000000,53.40317560000000,2020-02-27,25,25,30,
498405,PI/000244771,Unique Italiano,Takeaway/sandwich shop,7844,155 Breck Road,Liverpool,Liverpool,L4 2QZ,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95424090000000,53.42467310000000,2019-07-04,10,10,10,Anfield
